Author,Work,WorkID
Rufus of Ephesus,De renum et vesicae affectionibus (OGL),tlg0564.tlg001_OGL
Sallustius,De Deis et Mundo (OGL),tlg2049.tlg001_OGL
Scholia in Dionysium Periegetam,Scholia in Dionysii Byzantii per Bosporum navigationem (scholia vetera) (OGL),tlg5019.tlg001_OGL
Scholia in Dionysium Periegetam,Scholia in Dionysii Periegetae orbis descriptionem (scholia vetera) (OGL),tlg5019.tlg002_OGL
Scholia in Euclidem,Scholia in Euclidis Data (OGL),tlg5022.tlg002_OGL
Scholia in Euclidem,Scholia in Euclidis optica (scholia vetera) (OGL),tlg5022.tlg003_OGL
Scholia in Euclidem,Scholia in opticorum recensionem Theonis (scholia vetera) (OGL),tlg5022.tlg004_OGL
Scholia in Euclidem,Scholia in Euclidis catoptrica (scholia vetera) (OGL),tlg5022.tlg005_OGL
Scholia in Euclidem,Scholia in Euclidis phaenomena (OGL),tlg5022.tlg006_OGL
Scholia in Euclidem,Scholia in Euclidis data et catoptrica (OGL),tlg5022.tlg007_OGL
Scholia in Euripidem,Scholia in Euripidem (scholia vetera) (OGL),tlg5023.tlg001_OGL
Scholia in Euripidem,Vitae Euripidis (OGL),tlg5023.tlg010_OGL
Scholia in Euripidem,Scholia in Euripidis Rhesum (OGL),tlg5023.tlg011_OGL
Scholia in Euripidem,Scholia in Euripidis Troiades (OGL),tlg5023.tlg012_OGL
Scholia in Euripidem,Scholia in Euripidis Hippolytum (OGL),tlg5023.tlg013_OGL
Scholia in Euripidem,"Scholia in Euripidis Hecubam (scholia vetera et scholia
        recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma) (OGL)",tlg5023.tlg014_OGL
Scholia in Euripidem,"Scholia in Euripidis Orestem (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma) (OGL)",tlg5023.tlg015_OGL
Scholia in Euripidem,"Scholia in Euripidis Phoenissas (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma) (OGL)",tlg5023.tlg016_OGL
Scholia in Homerum,Scholia in Iliadem (OGL),tlg5026.tlg001_OGL
Scholia in Homerum,Scholia in Odysseam (OGL),tlg5026.tlg007_OGL
Scholia in Isocratem,Scholia in Isocratem (scholia vetera) (OGL),tlg5028.tlg001_OGL
Scholia in Lucianum,Scholia in Lucianum (OGL),tlg5029.tlg001_OGL
Scholia in Nicandrum,Scholia et glossae in Nicandri theriaca (scholia vetera et recentiora) (OGL),tlg5031.tlg001_OGL
Scholia in Nicandrum,Scholia et glossae in Nicandri alexipharmaca (scholia vetera et recentiora) (OGL),tlg5031.tlg002_OGL
Scholia in Pindarum,Scholia in Pindarum Olympian Odes (OGL),tlg5034.tlg001a_OGL
Scholia in Pindarum,Scholia in Pindarum Pythian Odes (OGL),tlg5034.tlg001b_OGL
Scholia in Pindarum,Scholia in Pindarum Nemean Odes (OGL),tlg5034.tlg001c_OGL
Scholia in Pindarum,Scholia in Pindarum Isthmian Odes (OGL),tlg5034.tlg001d_OGL
Scholia in Sophoclem,Scholia in Sophoclem (scholia vetera) (OGL),tlg5037.tlg004_OGL
Scylax of Caryanda,Periplus Scylacis (OGL),tlg0065.tlg001_OGL
Seniores Alexandrini,Fragmenta (OGL),tlg1664.tlg001_OGL
Seniores Apud Irenaeum,Reliquiae plurium anonymorum (OGL),tlg1665.tlg001_OGL
Septuaginta,Genesis (OGL),tlg0527.tlg001_OGL
Septuaginta,Exodus (OGL),tlg0527.tlg002_OGL
Septuaginta,Leviticus (OGL),tlg0527.tlg003_OGL
Septuaginta,Numbers (OGL),tlg0527.tlg004_OGL
Septuaginta,Deuteronomy (OGL),tlg0527.tlg005_OGL
Septuaginta,Josue Cod. Vaticanus + Cod. Alexandrinus) (OGL),tlg0527.tlg006_OGL
Septuaginta,Judices (Cod. Alexandrinus) (OGL),tlg0527.tlg008_OGL
Septuaginta,Ruth (OGL),tlg0527.tlg010_OGL
Septuaginta,Regnorum I (Samuelis I In Textu Masoretico) (OGL),tlg0527.tlg011_OGL
Septuaginta,Regnorum II (Samuelis II In Textu Masoretico) (OGL),tlg0527.tlg012_OGL
Septuaginta,Regnorum III (Regum I In Textu Masoretico) (OGL),tlg0527.tlg013_OGL
Septuaginta,Regnorum IV (Regum II In Textu Masoretico) (OGL),tlg0527.tlg014_OGL
Septuaginta,Paralipomenon I sive Chronicon I (OGL),tlg0527.tlg015_OGL
Septuaginta,Paralipomenon II sive Chronicon II (OGL),tlg0527.tlg016_OGL
Septuaginta,Esdras i (liber apocryphus) (OGL),tlg0527.tlg017_OGL
Septuaginta,Esdras ii (Ezra et Nehemias in textu Masoretico) (OGL),tlg0527.tlg018_OGL
Septuaginta,Esther (OGL),tlg0527.tlg019_OGL
Septuaginta,Judith (OGL),tlg0527.tlg020_OGL
Septuaginta,Tobias (Cod. Vaticanus + Cod. Alexandrinus) (OGL),tlg0527.tlg021_OGL
Septuaginta,Machabaeorum i (OGL),tlg0527.tlg023_OGL
Septuaginta,Machabaeorum ii (OGL),tlg0527.tlg024_OGL
Septuaginta,Machabaeorum iii (OGL),tlg0527.tlg025_OGL
Septuaginta,Machabaeorum iv (OGL),tlg0527.tlg026_OGL
Septuaginta,Psalmi (OGL),tlg0527.tlg027_OGL
Septuaginta,Odae (OGL),tlg0527.tlg028_OGL
Septuaginta,Proverbia (OGL),tlg0527.tlg029_OGL
Septuaginta,Canticum (OGL),tlg0527.tlg031_OGL
Septuaginta,Job (OGL),tlg0527.tlg032_OGL
Septuaginta,Sapientia Salomonis (OGL),tlg0527.tlg033_OGL
Septuaginta,Ecclesiasticus sive Siracides (Sapientia Jesu filii Sirach) (OGL),tlg0527.tlg034_OGL
Septuaginta,Psalmi Salomonis (OGL),tlg0527.tlg035_OGL
Septuaginta,Osee (OGL),tlg0527.tlg036_OGL
Septuaginta,Amos (OGL),tlg0527.tlg037_OGL
Septuaginta,Michaeas (OGL),tlg0527.tlg038_OGL
Septuaginta,Joel (OGL),tlg0527.tlg039_OGL
Septuaginta,Abdias (OGL),tlg0527.tlg040_OGL
Septuaginta,Jonas (OGL),tlg0527.tlg041_OGL
Septuaginta,Nahum (OGL),tlg0527.tlg042_OGL
Septuaginta,Habacuc (OGL),tlg0527.tlg043_OGL
Septuaginta,Sophonias (OGL),tlg0527.tlg044_OGL
Septuaginta,Aggaeus (OGL),tlg0527.tlg045_OGL
Septuaginta,Zacharias (OGL),tlg0527.tlg046_OGL
Septuaginta,Malachias (OGL),tlg0527.tlg047_OGL
Septuaginta,Isaias (OGL),tlg0527.tlg048_OGL
Septuaginta,Jeremias (OGL),tlg0527.tlg049_OGL
Septuaginta,Baruch (OGL),tlg0527.tlg050_OGL
Septuaginta,Threni seu Lamentationes (OGL),tlg0527.tlg051_OGL
Septuaginta,Epistula Jeremiae (OGL),tlg0527.tlg052_OGL
Septuaginta,Ezechiel (OGL),tlg0527.tlg053_OGL
Septuaginta,Susanna (translatio Graeca) (OGL),tlg0527.tlg054_OGL
Septuaginta,Susanna (Theodotionis versio) (OGL),tlg0527.tlg055_OGL
Septuaginta,Daniel (translatio Graeca) (OGL),tlg0527.tlg056_OGL
Septuaginta,Daniel (Theodotionis versio) (OGL),tlg0527.tlg057_OGL
Septuaginta,Bel et Draco (translatio Graeca) (OGL),tlg0527.tlg058_OGL
Septuaginta,Bel et Draco (Theodotionis versio) (OGL),tlg0527.tlg059_OGL
Serapion Astrologus,Fragmenta (OGL),tlg1669.tlg004_OGL
Severus Philosophus,tlg001 (OGL),tlg2970.tlg001_OGL
Sextus Empiricus,Outlines of Pyrrhonism (OGL),tlg0544.tlg001_OGL
Sextus Empiricus,Adversus Mathematicos (OGL),tlg0544.tlg002_OGL
Simplicius,In Aristotelis Quattuor Libros De Caelo Commentaria (OGL),tlg4013.tlg001_OGL
Simplicius,In Aristotelis Categorias Commentarium (OGL),tlg4013.tlg003_OGL
Simplicius,In Aristotelis Physicorum Libros Commentaria (OGL),tlg4013.tlg004_OGL
Simplicius,In Aristotelis Libros De Anima Commentaria [Sp.?] (fort. auctore Prisciano Lydo) (OGL),tlg4013.tlg005_OGL
Socrates Epistulae,Epistles (OGL),tlg0636.tlg001_OGL
Socrates Scholasticus,Ecclesiastical history (OGL),tlg2057.tlg002_OGL
Socraticorum Epistulae,Epistles (OGL),tlg0637.tlg001_OGL
Solonis Epistulae,Epistles (OGL),tlg1681.tlg001_OGL
Sophocles,Trachiniae,tlg0011.tlg001
Sophocles,Antigone,tlg0011.tlg002
Sophocles,Ajax,tlg0011.tlg003
Sophocles,Ajax (OGL),tlg0011.tlg003_OGL
Sophocles,Oedipus Tyrannus,tlg0011.tlg004
Sophocles,Electra,tlg0011.tlg005
Sophocles,Philoctetes,tlg0011.tlg006
Sophocles,Oedipus at Colonus,tlg0011.tlg007
Sophocles,Tracking Satyrs,tlg0011.tlg008
Sophonias,In Aristotelis Libros De Anima Paraphrasis (OGL),tlg4030.tlg001_OGL
Soranus,Gynaeciorum Libri IV (OGL),tlg0565.tlg001_OGL
Soranus,De signis Fracturarum (OGL),tlg0565.tlg002_OGL
Soranus,De Fasciis (OGL),tlg0565.tlg003_OGL
Soranus,Vita Hippocratis (OGL),tlg0565.tlg004_OGL
Sozomenus,Historia Ecclesiastica (OGL),tlg2048.tlg001_OGL
Speusippus,Fragmenta (OGL),tlg1692.tlg005_OGL
Stadiasmus Magni Maris,Stadiasmus Magni Maris (OGL),tlg0077.tlg001_OGL
Stephanus of Alexandria,In Aristotelis Librum De Interpretatione Commentarium (OGL),tlg9019.tlg001_OGL
Strabo,Geography,tlg0099.tlg001
Strabo,Geographiae Chrestomathia (OGL),tlg0099.tlg004_OGL
Suda,Suidae lexicon (OGL),tlg9010.tlg001_OGL
Syntipas,Syntipas (translatio Michael Andreopuli) (OGL),tlg3118.tlg001_OGL
Syntipas,Narrationes de Syntipa (OGL),tlg3118.tlg002_OGL
Syrianus,In Aristotelis Metaphysica Commentaria (OGL),tlg4017.tlg001_OGL
Tatianus,Oratio ad Graecos (OGL),tlg1766.tlg001_OGL
Teles Megarenesis,tlg001 (OGL),tlg1699.tlg001_OGL
Teles Megarenesis,tlg002 (OGL),tlg1699.tlg002_OGL
Teles Megarenesis,tlg003 (OGL),tlg1699.tlg003_OGL
Teles Megarenesis,tlg004 (OGL),tlg1699.tlg004_OGL
Teles Megarenesis,tlg005 (OGL),tlg1699.tlg005_OGL
Teles Megarenesis,tlg006 (OGL),tlg1699.tlg006_OGL
Teles Megarenesis,tlg007 (OGL),tlg1699.tlg007_OGL
Teles Megarenesis,tlg008 (OGL),tlg1699.tlg008_OGL
Testamentum Abrahae,Testamentum Abrahae (recensio A)  (OGL),tlg1701.tlg001_OGL
Testamentum Abrahae,Testamentum Abrahae (recensio B)  (OGL),tlg1701.tlg002_OGL
Thales,Epistles (OGL),tlg1705.tlg001_OGL
Themistius,Analyticorum Posteriorum Paraphrasis (OGL),tlg2001.tlg038_OGL
Themistius,In Aristotelis Physica Paraphrasis (OGL),tlg2001.tlg039_OGL
Themistius,In Aristotelis Libros De Anima Paraphrasis (OGL),tlg2001.tlg040_OGL
Themistius,(Sophoniae) In Parva Naturalia Commentarium (OGL),tlg2001.tlg041_OGL
Themistius,Quae Fertur In Aristotelis Analyticorum Priorum Librum I (OGL),tlg2001.tlg042_OGL
Themistocles,Epistles (OGL),tlg0055.tlg001_OGL
Theocritus,tlg001,tlg0005.tlg001
Theocritus,tlg002,tlg0005.tlg002
Theocritus,Syrinx (OGL),tlg0005.tlg003_OGL
Theodoretus,Historia Ecclesiastica (OGL),tlg4089.tlg003_OGL
Theodoretus,Historia Religiosa (OGL),tlg4089.tlg004_OGL
Theodosius of Bithynia,Sphaerica (OGL),tlg1719.tlg001_OGL
Theon Smyrnaeus,De utilitate mathematicae (OGL),tlg1724.tlg001_OGL
Theophilus,Ad Autolycum (OGL),tlg1725.tlg001_OGL
Theophrastus,De odoribus (OGL),tlg0093.ogl001_OGL
Theophrastus,De signis tempestatum (OGL),tlg0093.ogl002_OGL
Theophrastus,Enquiry into Plants (OGL),tlg0093.tlg001_OGL
Theophrastus,On the Causes of Plants (OGL),tlg0093.tlg002_OGL
Theophrastus,De sensu et sensibilibus (OGL),tlg0093.tlg003_OGL
Theophrastus,De lapidibus (OGL),tlg0093.tlg004_OGL
Theophrastus,On Fire (OGL),tlg0093.tlg005_OGL
Theophrastus,Metaphysics (OGL),tlg0093.tlg006_OGL
Theophrastus,Characters,tlg0093.tlg009
Theophrastus,De Odoribus (OGL),tlg0093.tlg010x01_OGL
Theophrastus,De Ventis (OGL),tlg0093.tlg010x02_OGL
Theophrastus,De Signis Tempestatum (OGL),tlg0093.tlg010x03_OGL
Theophrastus,De Lassitudine (OGL),tlg0093.tlg010x04_OGL
Theophrastus,De Vertigine (OGL),tlg0093.tlg010x05_OGL
Theophrastus,De Sudore (OGL),tlg0093.tlg010x06_OGL
Theophrastus,De Animi Defectione (OGL),tlg0093.tlg010x07_OGL
Theophrastus,De Nervorum Resolutione (OGL),tlg0093.tlg010x08_OGL
Theophrastus,Fragmenta varia (OGL),tlg0093.tlg010x09_OGL
Theophylactus,ogl001 (OGL),tlg3129.ogl001_OGL
Thucydides,History of the Peloponnesian War,tlg0003.tlg001
Tiberius Rhetor,De figuris Demosthenicis (OGL),tlg2601.tlg001_OGL
Tryphiodorus,The Taking of Ilios,tlg0647.tlg001
Tryphon I Grammaticus,De tropis (OGL),tlg0609.tlg001_OGL
Tryphon II Grammaticus,De tropis (olim sub auctore Gregorio Corintho) (OGL),tlg1763.tlg001_OGL
Valerius Apsines,Ars rhetorica (OGL),tlg2027.tlg001_OGL
Valerius Apsines,tlg002 (OGL),tlg2027.tlg002_OGL
Versus heroici,Versus heroici (OGL),tlg1802.tlg001_OGL
Vettius Valens,Anthologiarum libri (OGL),tlg1764.tlg001_OGL
Vitae Aesopi,Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude) (recensio 1) (OGL),tlg1765.tlg003_OGL
Vitae Aesopi,Vita Aesopi (fort. auctore Aphthonio) (OGL),tlg1765.tlg004_OGL
Vitae Aesopi,tlg005 (OGL),tlg1765.tlg005_OGL
Vitae Hesiodi Particula,Vitae Hesiodi Particula (OGL),tlg1749.tlg001_OGL
Vitae Homeri,Vitae Herodotea (OGL),tlg1805.tlg001_OGL
Vitae Homeri,Plutarchi vita (OGL),tlg1805.tlg002_OGL
Vitae Homeri,Vita Proculea (e Chrestomathia) (OGL),tlg1805.tlg003_OGL
Vitae Homeri,Vita quarta (OGL),tlg1805.tlg004_OGL
Vitae Homeri,Vita quinta (OGL),tlg1805.tlg005_OGL
Vitae Homeri,Vita quinta (OGL),tlg1805.tlg006_OGL
Vitae Homeri,Vita septima (OGL),tlg1805.tlg007_OGL
Vitae Homeri,Tzetzae vita (OGL),tlg1805.tlg008_OGL
Vitae Homeri,Eustathii vita (OGL),tlg1805.tlg009_OGL
Vitae Homeri,Sudae vita (OGL),tlg1805.tlg010_OGL
Vitae Pindari et varia de Pindaro,Vita Ambrosiana (OGL),tlg4170.tlg001a_OGL
Vitae Pindari et varia de Pindaro,Vita Thomana et hypothesis Olympiorum (OGL),tlg4170.tlg001b_OGL
Vitae Pindari et varia de Pindaro,Vita metrica (OGL),tlg4170.tlg001c_OGL
Vitae Pindari et varia de Pindaro,Pentathlon et de novem lyricis (OGL),tlg4170.tlg001d_OGL
Vitae Prophetarum,De prophetarum vita et obitu (Dorothei recensio) (OGL),tlg1750.tlg001_OGL
Vitae Prophetarum,De prophetarum vita et obitu (recensio anonyma) (OGL),tlg1750.tlg002_OGL
Vitae Prophetarum,De prophetarum vita et obitu (recensio scholiis Hesychii aliorumque patrum in prophetas adjecta) (OGL),tlg1750.tlg003_OGL
Vitae Prophetarum,Index apostolorum discipulorumque Domini (OGL),tlg1750.tlg004_OGL
Xenocrates of Chalcedon,Fragmenta (OGL),tlg0634.tlg001_OGL
Xenophon,Hellenica,tlg0032.tlg001
Xenophon,Memorabilia,tlg0032.tlg002
Xenophon,Economics,tlg0032.tlg003
Xenophon,Symposium,tlg0032.tlg004
Xenophon,Apology,tlg0032.tlg005
Xenophon,Anabasis,tlg0032.tlg006
Xenophon,Cyropaedia,tlg0032.tlg007
Xenophon,Hiero,tlg0032.tlg008
Xenophon,Agesilaus,tlg0032.tlg009
Xenophon,Constitution of the Lacedaimonians,tlg0032.tlg010
Xenophon,Ways and Means,tlg0032.tlg011
Xenophon,On the Cavalry Commander,tlg0032.tlg012
Xenophon,On the Cavalry Commander,tlg0032.tlg013
Xenophon,On Hunting,tlg0032.tlg014
Xenophon of Ephesus,Ephesiaca,tlg0641.tlg001
Zenobius Sophista,Epitome collectionum Lucilli Tarrhaei et Didymi (OGL),tlg0098.tlg001_OGL
Zonaras,Epitome historiarum (Vol. 1),tlg3135.tlg001
Zonaras,Epitome Historiarum (OGL),tlg3135.tlg001_OGL
Zonaras,Argumenta (OGL),tlg3135.tlg011_OGL
Zonaras,Chronologia (OGL),tlg3135.tlg012_OGL
Zosimus,Historia Nova (OGL),tlg4084.tlg001_OGL
"Amphilochius of Iconium","Epistula synodalis",pta0013.pta003_PTA
"Anonymus (Author of Vita Cononis)","Vita sancti Cononis Bidanae",pta0041.pta001_PTA
"Anonymus (Pseudo-John Chrysostom / Pseudo-Basil of Caesarea)","Homilia de sancta dominica",pta0040.pta001_PTA
"Anonymus (Pseudo-John Chrysostom)","Homilia de dominica die",pta0039.pta001_PTA
"Anonymus (Pseudo-John Chrysostom)","In paralyticum",pta0039.pta002_PTA
"Anonymus (Pseudo-John Chrysostom)","In paralyticum",pta0039.pta003_PTA
"Athanasius of Alexandria","Apologia ad Constantium",pta0022.pta010_PTA
"Athanasius of Alexandria","Contra gentes",pta0022.pta001_PTA
"Athanasius of Alexandria","De decretis Nicaenae
                    synodi",pta0022.pta003_PTA
"Athanasius of Alexandria","De incarnatione",pta0022.pta002_PTA
"Athanasius of Alexandria","De sententia Dionysii",pta0022.pta004_PTA
"Athanasius of Alexandria","Epistula ad Afros",pta0022.pta014_PTA
"Athanasius of Alexandria","Epistula ad Dracontium",pta0022.pta013_PTA
"Athanasius of Alexandria","Epistula ad Ioannem et Antiochum",pta0022.pta011_PTA
"Athanasius of Alexandria","Epistula ad Jovianum",pta0022.pta016_PTA
"Athanasius of Alexandria","Epistula ad Palladium",pta0022.pta012_PTA
"Athanasius of Alexandria","Petitiones Arianorum",pta0022.pta017_PTA
"Athanasius of Alexandria","Tomus ad Antiochenos",pta0022.pta015_PTA
Bible," Epistula Iuda",pta9999.pta088_PTA
Bible," Epistula Pauli ad Philemonem",pta9999.pta080_PTA
Bible," Evangelium secundum Marcum",pta9999.pta064_PTA
Bible,Abdias,pta9999.pta044_PTA
Bible,"Acta apostolorum",pta9999.pta067_PTA
Bible,Aggaeus,pta9999.pta049_PTA
Bible,Amos,pta9999.pta041_PTA
Bible,"Apocalypsis Ioannis",pta9999.pta089_PTA
Bible,Baruch,pta9999.pta054_PTA
Bible,"Bel et Draco",pta9999.pta062_PTA
Bible,Canticum,pta9999.pta035_PTA
Bible,Daniel,pta9999.pta061_PTA
Bible,Deuteronomium,pta9999.pta005_PTA
Bible,Ecclesiastes,pta9999.pta034_PTA
Bible,"Epistula Iacobi",pta9999.pta082_PTA
Bible,"Epistula Ioannis I",pta9999.pta085_PTA
Bible,"Epistula Ioannis II",pta9999.pta086_PTA
Bible,"Epistula Ioannis III",pta9999.pta087_PTA
Bible,"Epistula Jeremiae",pta9999.pta056_PTA
Bible,"Epistula Pauli ad Colossenses",pta9999.pta074_PTA
Bible,"Epistula Pauli ad Corinthios I",pta9999.pta069_PTA
Bible,"Epistula Pauli ad Corinthios II",pta9999.pta070_PTA
Bible,"Epistula Pauli ad Ephesios",pta9999.pta072_PTA
Bible,"Epistula Pauli ad Galatas",pta9999.pta071_PTA
Bible,"Epistula Pauli ad Hebraeos",pta9999.pta081_PTA
Bible,"Epistula Pauli ad Philippenses",pta9999.pta073_PTA
Bible,"Epistula Pauli ad Romanos",pta9999.pta068_PTA
Bible,"Epistula Pauli ad Thessalonicenses I",pta9999.pta075_PTA
Bible,"Epistula Pauli ad Thessalonicenses II",pta9999.pta076_PTA
Bible,"Epistula Pauli ad Timotheum I",pta9999.pta077_PTA
Bible,"Epistula Pauli ad Timotheum II",pta9999.pta078_PTA
Bible,"Epistula Pauli ad Titum",pta9999.pta079_PTA
Bible,"Epistula Petri I",pta9999.pta083_PTA
Bible,"Epistula Petri II",pta9999.pta084_PTA
Bible,"Esdrae I",pta9999.pta016_PTA
Bible,"Esdrae II",pta9999.pta017_PTA
Bible,Esther,pta9999.pta020_PTA
Bible,"Evangelium secundum Ioannem",pta9999.pta066_PTA
Bible,"Evangelium secundum Lucam",pta9999.pta065_PTA
Bible,"Evangelium secundum Matthaeum",pta9999.pta063_PTA
Bible,Exodus,pta9999.pta002_PTA
Bible,Ezechiel,pta9999.pta059_PTA
Bible,Genesis,pta9999.pta001_PTA
Bible,Habacuc,pta9999.pta047_PTA
Bible,Isaias,pta9999.pta052_PTA
Bible,Jeremias,pta9999.pta053_PTA
Bible,Job,pta9999.pta036_PTA
Bible,Joel,pta9999.pta043_PTA
Bible,Jonas,pta9999.pta045_PTA
Bible,Josue,pta9999.pta006_PTA
Bible,Judices,pta9999.pta007_PTA
Bible,Judith,pta9999.pta021_PTA
Bible,Leviticus,pta9999.pta003_PTA
Bible,"Machabaeorum I",pta9999.pta023_PTA
Bible,"Machabaeorum II",pta9999.pta024_PTA
Bible,"Machabaeorum III",pta9999.pta025_PTA
Bible,"Machabaeorum IV",pta9999.pta026_PTA
Bible,Malachias,pta9999.pta051_PTA
Bible,Michaeas,pta9999.pta042_PTA
Bible,Nahum,pta9999.pta046_PTA
Bible,Numeri,pta9999.pta004_PTA
Bible,Odae,pta9999.pta032_PTA
Bible,Osee,pta9999.pta040_PTA
Bible,"Paralipomenon I",pta9999.pta013_PTA
Bible,"Paralipomenon II",pta9999.pta014_PTA
Bible,Proverbia,pta9999.pta033_PTA
Bible,Psalmi,pta9999.pta031_PTA
Bible,"Psalmi Salomonis",pta9999.pta039_PTA
Bible,"Regnorum I",pta9999.pta009_PTA
Bible,"Regnorum II",pta9999.pta010_PTA
Bible,"Regnorum III",pta9999.pta011_PTA
Bible,"Regnorum IV",pta9999.pta012_PTA
Bible,Ruth,pta9999.pta008_PTA
Bible,"Sapientia Salomonis",pta9999.pta037_PTA
Bible,Siracides,pta9999.pta038_PTA
Bible,Sophonias,pta9999.pta048_PTA
Bible,Susanna,pta9999.pta060_PTA
Bible,"Threni seu Lamentationes",pta9999.pta055_PTA
Bible,Tobias,pta9999.pta022_PTA
Bible,Zacharias,pta9999.pta050_PTA
Catenae,"Catena in epistulam ad Colossenses",pta0099.pta074_PTA
"Cyrill of Alexandria","De adoratione et cultu in spiritu et
     ueritate",pta0005.pta001_PTA
"Cyrill of Alexandria","Glaphyra in Pentateuchum",pta0005.pta002_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 10: Fragmente eines Briefes des Eusebius von Caesarea an Euphration von Balaneae",pta0100.pta010_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 1: Theologische Erklärung alexandrinischer Kleriker an Alexander von Alexandrien",pta0100.pta001_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 2: Briefe des Alexander von Alexandrien",pta0100.pta002_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 3: Regest eines Rundbriefes einer Synode in Bithynien",pta0100.pta003_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 4: Brief des Eusebius von Nikomedien an Paulinus von Tyrus",pta0100.pta004_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 5: Referate eines",pta0100.pta005_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 6: Fragment eines Briefes des Presbyters Georgius an Alexander von Alexandrien",pta0100.pta006_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 7: Fragment eines Briefes des Presbyters Georgius an die »Arianer« in Alexandrien",pta0100.pta007_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 8: Regeste eines Briefes",pta0100.pta008_PTA
"Dokumente zur Geschichte des arianischen Streites (Athanasius Werke III)","Dok. 9: Fragment eines Briefes des Eusebius von Caesarea an Alexander von Alexandrien",pta0100.pta009_PTA
"Eusebius (“Alexandrinus”)","De die dominica",pta0030.pta016_PTA
"Eusebius of Caesarea","Commentarii in Psalmos",pta0003.pta020_PTA
"Eusebius of Caesarea","Commentarius in Isaiam",pta0003.pta017_PTA
"Eusebius of Caesarea","Contra Marcellum",pta0003.pta007_PTA
"Eusebius of Caesarea","De ecclesiastica theologia",pta0003.pta009_PTA
"Eusebius of Caesarea","Hypomnema de Psalmis",pta0003.pta018_PTA
"Eusebius of Caesarea","Prologi varii",pta0003.pta019_PTA
Hermas,Pastor,pta0038.pta001_PTA
"Hesychius of Jerusalem","Commentarius magnus in Psalmos",pta0006.pta001_PTA
"Hippolytus of Rome","Commentarii in Danielem",pta0037.pta001_PTA
"Marcellus of Ancyra",Fragmenta,pta0023.pta001_PTA
Origen,"Catholica in Psalmos",pta0007.pta010_PTA
Origen,"De oratione",pta0007.pta008_PTA
Origen,"Exhortatio ad martyrium",pta0007.pta007_PTA
Origen,"Prologi varii in Psalmos",pta0007.pta011_PTA
"Ps.-Athanasius of Alexandria","De sabbatis et circumcisione",pta0029.pta002_PTA
"Severian of Gabala","Contra Iudaeos in serpentem aeneum",pta0001.pta023_PTA
"Severian of Gabala","De Christo pastore et ove",pta0001.pta005_PTA
"Severian of Gabala","De caeco et Zacchaeo",pta0001.pta040_PTA
"Severian of Gabala","De caeco nato",pta0001.pta050_PTA
"Severian of Gabala","De centurione et contra Manichaeos et Apolinaristas",pta0001.pta034_PTA
"Severian of Gabala","De cruce et latrone",pta0001.pta054_PTA
"Severian of Gabala","De fide",pta0001.pta022_PTA
"Severian of Gabala","De fide et lege naturae",pta0001.pta001_PTA
"Severian of Gabala","De incarnatione",pta0001.pta063_PTA
"Severian of Gabala","De paenitentia et compunctione",pta0001.pta002_PTA
"Severian of Gabala","De sacrificiis Caini",pta0001.pta024_PTA
"Severian of Gabala","De serpente homilia",pta0001.pta011_PTA
"Severian of Gabala","De sigillis sermo",pta0001.pta025_PTA
"Severian of Gabala","De spiritu sancto",pta0001.pta004_PTA
"Severian of Gabala","De tribus pueris sermo",pta0001.pta049_PTA
"Severian of Gabala","Encomium in sanctos martyres",pta0001.pta051_PTA
"Severian of Gabala","Fragmenta in epistulas Pauli",pta0001.pta072_PTA
"Severian of Gabala","Homilia de Noe et de arca",pta0001.pta043_PTA
"Severian of Gabala","Homilia de legislatore",pta0001.pta008_PTA
"Severian of Gabala","Homilia de lotione pedum",pta0001.pta032_PTA
"Severian of Gabala","Homilia de pace",pta0001.pta030_PTA
"Severian of Gabala","Homilia de quinque aetatibus mundi",pta0001.pta033_PTA
"Severian of Gabala","Homilia in caecum natum",pta0001.pta035_PTA
"Severian of Gabala","In Chananaeam et Pharaonem",pta0001.pta018_PTA
"Severian of Gabala","In Genesim sermo 1",pta0001.pta044_PTA
"Severian of Gabala","In Genesim sermo 2",pta0001.pta013_PTA
"Severian of Gabala","In Iob sermo 1",pta0001.pta045_PTA
"Severian of Gabala","In Iob sermo 2",pta0001.pta046_PTA
"Severian of Gabala","In Iob sermo 3",pta0001.pta047_PTA
"Severian of Gabala","In Iob sermo 4",pta0001.pta048_PTA
"Severian of Gabala","In Iudaeos et Graecos",pta0001.pta037_PTA
